f (Hz),Re(S[1][1]),Im(S[1][1]),|S[1][1]| (dB),Re(S[1][2]),Im(S[1][2]),|S[1][2]| (dB),Re(S[2][1]),Im(S[2][1]),|S[2][1]| (dB),Re(S[2][2]),Im(S[2][2]),|S[2][2]| (dB)
1.000000e9,-1.000000e0,0.000000e0,-0.0000,2.000000e0,0.000000e0,6.0206,2.000000e0,0.000000e0,6.0206,-1.000000e0,0.000000e0,-0.0000
